filename,category,size,assay/units,key_words,publication_title,doi,year,license_link,license
jain2024assessment_cIEF.csv,aggregation,43,cIEF Main peak,"germline, Fv",Assessment and incorporation of in vitro correlates to pharmacokinetic outcomes in antibody developability workflows,https://doi.org/10.1080/19420862.2024.2384104,2024,http://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
jetha2019homology_RT.csv,aggregation,97,HIC RT (min),"integrin alpha11, Fv",Homology modeling and structure-based design improve hydrophobic interaction chromatography behavior of integrin binding antibodies,https://doi.org/10.1080/19420862.2018.1475871,2018,http://creativecommons.org/licenses/by-nc-nd/4.0/,Attribution-NonCommercial-NoDerivatives 4.0 International
kraft2019herapin_relrt.csv,aggregation,128,Heparin retention time (min),"clinical stage therapeutic, Fv",Heparin chromatography as an in vitro predictor for antibody clearance rate through pinocytosis,https://doi.org/10.1080/19420862.2019.1683432,2019,http://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
shanehsazzadeh2023unlocking_ACSINS.csv,aggregation,13,AC-SINS - Shift (nm),"trastuzumab, Fv",Unlocking de novo antibody design with generative artificial intelligence,https://doi.org/10.1101/2023.01.08.523187,2024,https://github.com/AbSciBio/unlocking-de-novo-antibody-design/blob/main/LICENSE,Clear BSD
shanehsazzadeh2023unlocking_CGE.csv,aggregation,13,Red-CGE - Purity (%),"trastuzumab, Fv",Unlocking de novo antibody design with generative artificial intelligence,https://doi.org/10.1101/2023.01.08.523187,2024,https://github.com/AbSciBio/unlocking-de-novo-antibody-design/blob/main/LICENSE,Clear BSD
shanehsazzadeh2023unlocking_HICRRT.csv,aggregation,13,HIC - RRT,"trastuzumab, Fv",Unlocking de novo antibody design with generative artificial intelligence,https://doi.org/10.1101/2023.01.08.523187,2024,https://github.com/AbSciBio/unlocking-de-novo-antibody-design/blob/main/LICENSE,Clear BSD
shanehsazzadeh2023unlocking_NRCGE.csv,aggregation,13,NR-CGE - Main (%),"trastuzumab, Fv",Unlocking de novo antibody design with generative artificial intelligence,https://doi.org/10.1101/2023.01.08.523187,2024,https://github.com/AbSciBio/unlocking-de-novo-antibody-design/blob/main/LICENSE,Clear BSD
shanehsazzadeh2023unlocking_SEC.csv,aggregation,13,SEC - Main (%),"trastuzumab, Fv",Unlocking de novo antibody design with generative artificial intelligence,https://doi.org/10.1101/2023.01.08.523187,2024,https://github.com/AbSciBio/unlocking-de-novo-antibody-design/blob/main/LICENSE,Clear BSD
li2023machine_scFv-SARS-CoV-2_affinity1.csv,binding,1259701,Predicted -log (Kd [nM]),"scFv, SARS-CoV-2 peptide, alphaseq",Machine learning optimization of candidate antibody yields highly diverse sub-nanomolar affinity antibody libraries,https://doi.org/10.1038/s41467-023-39022-2,2023,none,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International Public License (“CC BY-NC-SA 4.0”)
li2023machine_scFv-SARS-CoV-2_affinity2.csv,binding,1903928,Predicted -log (Kd [nM]),"scFv, SARS-CoV-2 peptide, alphaseq",Machine learning optimization of candidate antibody yields highly diverse sub-nanomolar affinity antibody libraries,https://doi.org/10.1038/s41467-023-39022-2,2023,none,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International Public License (“CC BY-NC-SA 4.0”)
AbRank_dataset.csv.zip,binding,342357,"Kd [nM], IC50 [ug/mL]",Fv,AbRank: A Benchmark Dataset and Metric-Learning Framework for Antibody-Antigen Affinity Ranking,https://doi.org/10.48550/arXiv.2506.17857,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
adams2017measuring_4420-fluorescein_kd-flow.csv,binding,15,Kd (flow) [M],Fv,Measuring the sequence-affinity landscape of antibodies with massively parallel titration curves,https://doi.org/10.7554/eLife.23156,2017,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
adams2017measuring_4420-fluorescein_kd-titeseq.csv,binding,11052,Kd (Tite-Seq) [M],"scFv, fluorescein, 4-4-20",Measuring the sequence-affinity landscape of antibodies with massively parallel titration curves,https://doi.org/10.7554/eLife.23156,2017,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
cognano_AVIDa-hTNFa.csv,binding,5580,bind/no bind,"VHH, human tumor necrosis factor alpha (TNFa)",None,https://huggingface.co/datasets/COGNANO/AVIDa-hTNFa,2024,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
engelhart2022dataset_scFv-SARS-CoV-2_affinity.csv.zip,binding,352140,Predicted -log (Kd [nM]),"scFv, SARS-CoV-2 peptide, alphaseq","A dataset comprised of binding interactions for 104,972 antibodies against a SARS-CoV-2 peptide",https://doi.org/10.1038/s41597-022-01779-4,2022,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
garbinski2023_kd.csv,binding,81,-log (KD [M] ),None,None,None,2023,none,none
hie2023efficient_CoV2Beta_C143_Kd.csv,binding,17,-log (Kd [nM]) IgG,"Fv, C143, SARS-CoV-2-Beta-SP",Efficient evolution of human antibodies from general protein language models,https://doi.org/10.1038/s41587-023-01763-2,2023,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
hie2023efficient_CoV2Beta_REGN10987_Kd.csv,binding,14,-log (Kd [nM]),"Fv, REGN10987, SARS-CoV-Beta-SP",Efficient evolution of human antibodies from general protein language models,https://doi.org/10.1038/s41587-023-01763-2,2023,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
hie2023efficient_CoV2_S309_Kd.csv,binding,20,-log (Kd [nM]),"Fv, S309, SARS-CoV-2-WT-S6P",Efficient evolution of human antibodies from general protein language models,https://doi.org/10.1038/s41587-023-01763-2,2023,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
hie2023efficient_CoV2omicron_REGN10987_Kd.csv,binding,8,-log (Kd [nM]) IgG,"Fv, REGN10987, SARS-CoV-2-Omicron",Efficient evolution of human antibodies from general protein language models,https://doi.org/10.1038/s41587-023-01763-2,2023,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
hie2023efficient_MEDIUCA_H1Solomon_Kd.csv,binding,21,-log (Kd [nM]) IgG,"Fv, H1-Solomon, MEDI-UCA",Efficient evolution of human antibodies from general protein language models,https://doi.org/10.1038/s41587-023-01763-2,2023,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
hie2023efficient_MEDIUCA_H4Hubei_Kd.csv,binding,12,-log (Kd [nM]) IgG,"Fv, H4-Hubei, MEDI-UCA",Efficient evolution of human antibodies from general protein language models,https://doi.org/10.1038/s41587-023-01763-2,2023,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
hie2023efficient_MEDI_H4Hubei_Kd.csv,binding,16,-log (Kd [nM]) IgG,"Fv, H4-Hubei, MEDI",Efficient evolution of human antibodies from general protein language models,https://doi.org/10.1038/s41587-023-01763-2,2023,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
hie2023efficient_MEDI_H7HK16_Kd.csv,binding,17,-log (Kd [nM]) IgG,"Fv, H7-HK16, MEDI",Efficient evolution of human antibodies from general protein language models,https://doi.org/10.1038/s41587-023-01763-2,2023,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
hie2023efficient_ebola_mab114_Kd.csv,binding,21,-log (Kd [nM]) IgG,"Fv, Ebola-Virus-GP, mAb114",Efficient evolution of human antibodies from general protein language models,https://doi.org/10.1038/s41587-023-01763-2,2023,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
hutchinson2023enhancement_multikd_fab.csv,binding,15,-log (Kd [nM]) Fab,"Fv, hen egg lysozyme (HEL), NIP228",Toward enhancement of antibody thermostability and affinity by computational design in the absence of antigen,https://doi.org/10.1080/19420862.2024.2362775,2024,http://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
hutchinson2023enhancement_multikd_igg.csv,binding,15,-log (Kd [nM]) IgG,"Fv, hen egg lysozyme (HEL), NIP228",Toward enhancement of antibody thermostability and affinity by computational design in the absence of antigen,https://doi.org/10.1080/19420862.2024.2362775,2024,http://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
hutchinson2023enhancement_singlekd_fab.csv,binding,22,-log (Kd [nM]) Fab,"Fv, hen egg lysozyme (HEL), NIP228",Toward enhancement of antibody thermostability and affinity by computational design in the absence of antigen,https://doi.org/10.1080/19420862.2024.2362775,2024,http://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
hutchinson2023enhancement_singlekd_igg.csv,binding,23,-log (Kd [nM]) IgG,"Fv, hen egg lysozyme (HEL), NIP228",Toward enhancement of antibody thermostability and affinity by computational design in the absence of antigen,https://doi.org/10.1080/19420862.2024.2362775,2024,http://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
hutchinson2023enhancement_top200kd_fab.csv,binding,50,-log (Kd [nM]) Fab,"Fv, hen egg lysozyme (HEL), NIP228",Toward enhancement of antibody thermostability and affinity by computational design in the absence of antigen,https://doi.org/10.1080/19420862.2024.2362775,2024,http://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
hutchinson2023enhancement_top200kd_igg.csv,binding,182,-log (Kd [nM]) IgG,"Fv, hen egg lysozyme (HEL), NIP228",Toward enhancement of antibody thermostability and affinity by computational design in the absence of antigen,https://doi.org/10.1080/19420862.2024.2362775,2024,http://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
hutchinson2023enhancement_top27kd_fab.csv,binding,28,-log (Kd [nM]) Fab,"Fv, hen egg lysozyme (HEL), NIP228",Toward enhancement of antibody thermostability and affinity by computational design in the absence of antigen,https://doi.org/10.1080/19420862.2024.2362775,2024,http://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
hutchinson2023enhancement_top27kd_igg.csv,binding,27,-log (Kd [nM]) IgG,"Fv, hen egg lysozyme (HEL), NIP228",Toward enhancement of antibody thermostability and affinity by computational design in the absence of antigen,https://doi.org/10.1080/19420862.2024.2362775,2024,http://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
jain2024assessment_Hen_Lys_kd.csv,binding,31,Octet b-Hen Lysozyme Kd Monovalent (M),"Fv, hen egg lysozyme (HEL), germline",Assessment and incorporation of in vitro correlates to pharmacokinetic outcomes in antibody developability workflows,https://doi.org/10.1080/19420862.2024.2384104,2024,http://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
jain2024assessment_mouse_Ly_kd.csv,binding,2,Octet IgG KD b-Mouse Lysozyme-Fc Avid (M),"Fv, b-Mouse Lysozyme-Fc, germline",Assessment and incorporation of in vitro correlates to pharmacokinetic outcomes in antibody developability workflows,https://doi.org/10.1080/19420862.2024.2384104,2024,http://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kirby2024retrospective_ab-SARSCoV2_binary_kd.csv,binding,1407,bind/no bind,"Fv, SARS-CoV-2-Wuhan-hu-1, CC12.1, 1-20",Retrospective SARS-CoV-2 human antibody development trajectories are largely sparse and permissive,https://doi.org/10.1073/pnas.2412787122,2025,none,none
kirby2024retrospective_ab-SARSCoV2_kd.csv,binding,869,Kd [M],"Fv, SARS-CoV-2-Wuhan-hu-1, CC12.1, 1-20",Retrospective SARS-CoV-2 human antibody development trajectories are largely sparse and permissive,https://doi.org/10.1073/pnas.2412787122,2025,none,none
koenig2017mutational_kd_g6.csv,binding,4276,-log (Kd [M]),"Fv, G6.31, VEGF",Mutational landscape of antibody variable domains reveals a switch modulating the interdomain conformational dynamics and antigen binding,https://doi.org/10.1073/pnas.1613231114,2017,none,none
kothiwal2025htp_DCC_ec50.csv,binding,23,Cell Display  - EC50 (nM),"Fv, DCC, VH1-69, VK4-1",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_DCC_spr.csv,binding,23,SPR kinetics - KD (nM),"Fv, DCC, VH1-69, VK4-1",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_DKK_1.00_ec50.csv,binding,18,Cell Display  - EC50 (nM),"Fv, DKK1, VH1-69, VK3-15, VH1-69, VK4-1",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_DKK_1.00_spr.csv,binding,20,SPR kinetics - KD (nM),"Fv, DKK1, VH1-69, VK3-15, VH1-69, VK4-1",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_IL23R_ec50.csv,binding,56,Cell Display  - EC50 (nM),"Fv, IL23R, VH1-69, VK3-15, VK3-20, VK4-1",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_IL23R_spr.csv,binding,70,SPR kinetics - KD (nM),"Fv, IL23R, VH1-69, VK3-15, VK3-20, VK4-1",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_LOX1_ec50.csv,binding,52,Cell Display  - EC50 (nM),"LOX1, VH1-69, VK4-1, VK3-15, VK1-39",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_LOX1_spr.csv,binding,53,SPR kinetics - KD (nM),"LOX1, VH1-69, VK4-1, VK3-15, VK1-39",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_PDL1_ec50.csv,binding,34,Cell Display  - EC50 (nM),"PDL1, VH1-69, VK4-1",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_PDL1_spr.csv,binding,29,SPR kinetics - KD (nM),"PDL1, VH1-69, VK4-1",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_PDL2_ec50.csv,binding,23,Cell Display  - EC50 (nM),"PDL2, VH1-69, VK1-39, VK3-15",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_PDL2_spr.csv,binding,23,SPR kinetics - KD (nM),"PDL2, VH1-69, VK1-39, VK3-15",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_ROBO1_ec50.csv,binding,45,Cell Display  - EC50 (nM),"ROBO1, VH1-69, VK4-1, VH1-69",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_ROBO1_spr.csv,binding,39,SPR kinetics - KD (nM),"ROBO1, VH1-69, VK4-1, VH1-69",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_ROBO2N_hROBO2N_ec50.csv,binding,22,Cell Display  - EC50 (nM),"ROBO2N, VH1-69, VK3-15, VK4-1",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_ROBO2N_hROBO2N_spr.csv,binding,22,SPR kinetics - KD (nM),"ROBO2N, VH1-69, VK3-15, VK4-1",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_Syncytin2_ec50.csv,binding,48,Cell Display  - EC50 (nM),"Syncytin2, VH1-69, VK4-1, VK1-39, VK3-15, VH1-39, VH1-69",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_Syncytin2_spr.csv,binding,51,SPR kinetics - KD (nM),"Syncytin2, VH1-69, VK4-1, VK1-39, VK3-15, VH1-39, VH1-69",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_TIGIT_ec50.csv,binding,24,Cell Display  - EC50 (nM),"TIGIT, VH1-69, VK4-1, VK1-39, VH1-69",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
kothiwal2025htp_TIGIT_spr.csv,binding,22,SPR kinetics - KD (nM),"TIGIT, VH1-69, VK4-1, VK1-39, VH1-69",High-Throughput Machine Learning-Aided Antibody Discovery for Cell Surface Antigens,https://doi.org/10.1101/2025.05.15.650607,2025,https://creativecommons.org/licenses/by-nc/4.0/,Attribution-NonCommercial 4.0 International
makowksi2022cooptimization_iso_ant.csv,binding,126,ANT binding,"Fv, ANT, emibetuzumab",Co-optimization of therapeutic antibody affinity and specificity using machine learning models that generalize to novel mutational space,https://doi.org/10.1038/s41467-022-31457-3,2022,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
makowski2022cooptimization_igg_ant.csv,binding,96,ANT binding,"Fv, ANT, emibetuzumab",Co-optimization of therapeutic antibody affinity and specificity using machine learning models that generalize to novel mutational space,https://doi.org/10.1038/s41467-022-31457-3,2022,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
makowski2022cooptimization_igg_ova.csv,binding,96,OVA binding,"Fv, OVA, emibetuzumab",Co-optimization of therapeutic antibody affinity and specificity using machine learning models that generalize to novel mutational space,https://doi.org/10.1038/s41467-022-31457-3,2022,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
makowski2022cooptimization_iso_ova.csv,binding,126,OVA binding,"Fv, OVA, emibetuzumab",Co-optimization of therapeutic antibody affinity and specificity using machine learning models that generalize to novel mutational space,https://doi.org/10.1038/s41467-022-31457-3,2022,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
peterson2024integrated_ab_H1HA_binary.csv,binding,1071,bind/no bind,"Fv, H1HA",An integrated technology for quantitative wide mutational scanning of human antibody Fab libraries,https://doi.org/10.1038/s41467-024-48072-z,2024,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
peterson2024integrated_ab_H1HA_kd.csv,binding,1040,"MAGMA-Seq, Kd [M]","Fv, H1HA",An integrated technology for quantitative wide mutational scanning of human antibody Fab libraries,https://doi.org/10.1038/s41467-024-48072-z,2024,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
phillips2021binding_cr6261_h1_kd.csv,binding,953,-log( Kd [nM]) Fab,"Fv, cr6261, H1",Binding affinity landscapes constrain the evolution of broadly neutralizing anti-influenza antibodies,https://doi.org/10.7554/elife.71393,2021,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
phillips2021binding_cr6261_h9_kd.csv,binding,921,-log( Kd [nM]) Fab,"Fv, cr6261, H9",Binding affinity landscapes constrain the evolution of broadly neutralizing anti-influenza antibodies,https://doi.org/10.7554/elife.71393,2021,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
phillips2021binding_cr9114_h1_kd.csv,binding,32393,-log( Kd [nM]) Fab,"Fv, cr9114, H1",Binding affinity landscapes constrain the evolution of broadly neutralizing anti-influenza antibodies,https://doi.org/10.7554/elife.71393,2021,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
phillips2021binding_cr9114_h3_kd.csv,binding,32768,-log( Kd [nM]) Fab,"Fv, cr9114, H3",Binding affinity landscapes constrain the evolution of broadly neutralizing anti-influenza antibodies,https://doi.org/10.7554/elife.71393,2021,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
rawat2022abcov_ic50.csv,binding,427,IC50 (ng/ml),"Fv, CoV",Ab-CoV: a curated database for binding affinity and neutralization profiles of coronavirus-related antibodies,https://doi.org/10.1093/bioinformatics/btac439,2022,none,none
rawat2022abcov_kd.csv,binding,141,-log( Kd [nM]),"Fv, CoV",Ab-CoV: a curated database for binding affinity and neutralization profiles of coronavirus-related antibodies,https://doi.org/10.1093/bioinformatics/btac439,2022,none,none
rosace2023automated_kd_adalimumab.csv,binding,14,-log( Kd [nM]),"Adalimumab, Fv",Automated optimisation of solubility and conformational stability of antibodies and proteins,https://doi.org/10.1038/s41467-023-37668-6,2022,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
rosace2023automated_kd_golimumab.csv,binding,5,-log( Kd [nM]),"Golimumab, Fv",Automated optimisation of solubility and conformational stability of antibodies and proteins,https://doi.org/10.1038/s41467-023-37668-6,2022,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International
shanehsazzadeh2023unlocking_adcc_ec50.csv,binding,13,ADCC EC50 (pM),"Trastuzumab, Fv",Unlocking de novo antibody design with generative artificial intelligence,https://doi.org/10.1101/2023.01.08.523187,2024,https://github.com/AbSciBio/unlocking-de-novo-antibody-design/blob/main/LICENSE,Clear BSD
shanehsazzadeh2023unlocking_kd_hher2_fab.csv,binding,13,-log( Kd [nM]) Fab,"Trastuzumab, Fv, hHER2",Unlocking de novo antibody design with generative artificial intelligence,https://doi.org/10.1101/2023.01.08.523187,2024,https://github.com/AbSciBio/unlocking-de-novo-antibody-design/blob/main/LICENSE,Clear BSD
shanehsazzadeh2023unlocking_kd_hher2_mab.csv,binding,13,-log( Kd [nM]) mAb,"Trastuzumab, Fv, hHER2",Unlocking de novo antibody design with generative artificial intelligence,https://doi.org/10.1101/2023.01.08.523187,2024,https://github.com/AbSciBio/unlocking-de-novo-antibody-design/blob/main/LICENSE,Clear BSD
shanehsazzadeh2023unlocking_zerokd_trastuzumab.csv,binding,422,-log( Kd [nM]),"Trastuzumab, Fv",Unlocking de novo antibody design with generative artificial intelligence,https://doi.org/10.1101/2023.01.08.523187,2024,https://github.com/AbSciBio/unlocking-de-novo-antibody-design/blob/main/LICENSE,Clear BSD
shanehsazzadeh2024igdesign_Afasevikumab-IL17A_kd.csv,binding,13,-log( Kd [nM]),"Afasevikumab, IL17A",IgDesign: In vitro validated antibody design against multiple therapeutic antigens using inverse folding,https://doi.org/10.1101/2023.12.08.570889,2024,https://github.com/AbSciBio/igdesign/blob/main/LICENSE,MIT License
shanehsazzadeh2024igdesign_Bimagrumab-ACVR2B_kd.csv,binding,24,-log( Kd [nM]),"Bimagrumab, ACVR2B",IgDesign: In vitro validated antibody design against multiple therapeutic antigens using inverse folding,https://doi.org/10.1101/2023.12.08.570889,2024,https://github.com/AbSciBio/igdesign/blob/main/LICENSE,MIT License
shanehsazzadeh2024igdesign_Eculizumab-C5_kd.csv,binding,34,-log( Kd [nM]),"Eculizumab, C5",IgDesign: In vitro validated antibody design against multiple therapeutic antigens using inverse folding,https://doi.org/10.1101/2023.12.08.570889,2024,https://github.com/AbSciBio/igdesign/blob/main/LICENSE,MIT License
