filename,score
Koenig2017_g6_Kd_913_pdb.npz,1.3099005
Koenig2017_g6_Kd_3437_pdb.npz,1.3395848
Koenig2017_g6_Kd_844_pdb.npz,1.3161789
Koenig2017_g6_Kd_3379_pdb.npz,1.3265345
Koenig2017_g6_Kd_2141_pdb.npz,1.3323662
Koenig2017_g6_Kd_4212_pdb.npz,1.3433143
Koenig2017_g6_Kd_353_pdb.npz,1.3446555
Koenig2017_g6_Kd_1082_pdb.npz,1.3176476
Koenig2017_g6_Kd_3314_pdb.npz,1.3376186
Koenig2017_g6_Kd_3170_pdb.npz,1.3446803
Koenig2017_g6_Kd_3042_pdb.npz,1.3336465
Koenig2017_g6_Kd_1586_pdb.npz,1.3359048
Koenig2017_g6_Kd_2577_pdb.npz,1.3272476
Koenig2017_g6_Kd_3465_pdb.npz,1.3555276
Koenig2017_g6_Kd_2129_pdb.npz,1.3359556
Koenig2017_g6_Kd_2533_pdb.npz,1.3565271
Koenig2017_g6_Kd_3423_pdb.npz,1.3388996
Koenig2017_g6_Kd_2628_pdb.npz,1.3448904
Koenig2017_g6_Kd_2288_pdb.npz,1.315856
Koenig2017_g6_Kd_2442_pdb.npz,1.3499258
Koenig2017_g6_Kd_1937_pdb.npz,1.2998475
Koenig2017_g6_Kd_4010_pdb.npz,1.3205876
Koenig2017_g6_Kd_3515_pdb.npz,1.3209527
Koenig2017_g6_Kd_3678_pdb.npz,1.315758
Koenig2017_g6_Kd_201_pdb.npz,1.3382553
Koenig2017_g6_Kd_2952_pdb.npz,1.3365798
Koenig2017_g6_Kd_2056_pdb.npz,1.319026
Koenig2017_g6_Kd_2484_pdb.npz,1.3319687
Koenig2017_g6_Kd_103_pdb.npz,1.3358811
Koenig2017_g6_Kd_2042_pdb.npz,1.3260508
Koenig2017_g6_Kd_548_pdb.npz,1.3326467
Koenig2017_g6_Kd_874_pdb.npz,1.331349
Koenig2017_g6_Kd_944_pdb.npz,1.33054
Koenig2017_g6_Kd_1573_pdb.npz,1.3147283
Koenig2017_g6_Kd_898_pdb.npz,1.3297598
Koenig2017_g6_Kd_3734_pdb.npz,1.3420566
Koenig2017_g6_Kd_617_pdb.npz,1.3180807
Koenig2017_g6_Kd_2267_pdb.npz,1.3376622
Koenig2017_g6_Kd_2398_pdb.npz,1.3271753
Koenig2017_g6_Kd_1664_pdb.npz,1.32982
Koenig2017_g6_Kd_1240_pdb.npz,1.3438491
Koenig2017_g6_Kd_1064_pdb.npz,1.3078752
Koenig2017_g6_Kd_400_pdb.npz,1.3222188
Koenig2017_g6_Kd_2725_pdb.npz,1.3358146
Koenig2017_g6_Kd_4100_pdb.npz,1.3520288
Koenig2017_g6_Kd_721_pdb.npz,1.3356992
Koenig2017_g6_Kd_246_pdb.npz,1.3518376
Koenig2017_g6_Kd_4269_pdb.npz,1.328443
Koenig2017_g6_Kd_1400_pdb.npz,1.3294132
Koenig2017_g6_Kd_2775_pdb.npz,1.3435341
Koenig2017_g6_Kd_3520_pdb.npz,1.3456522
Koenig2017_g6_Kd_2786_pdb.npz,1.3435678
Koenig2017_g6_Kd_2040_pdb.npz,1.3155243
Koenig2017_g6_Kd_3999_pdb.npz,1.3075615
Koenig2017_g6_Kd_2302_pdb.npz,1.3262516
Koenig2017_g6_Kd_1753_pdb.npz,1.3377272
Koenig2017_g6_Kd_2008_pdb.npz,1.3625382
Koenig2017_g6_Kd_803_pdb.npz,1.3415177
Koenig2017_g6_Kd_1947_pdb.npz,1.3292865
Koenig2017_g6_Kd_1378_pdb.npz,1.322345
Koenig2017_g6_Kd_651_pdb.npz,1.3400298
Koenig2017_g6_Kd_4062_pdb.npz,1.3007479
Koenig2017_g6_Kd_326_pdb.npz,1.3267393
Koenig2017_g6_Kd_2777_pdb.npz,1.3331696
Koenig2017_g6_Kd_453_pdb.npz,1.3206154
Koenig2017_g6_Kd_3552_pdb.npz,1.3293757
Koenig2017_g6_Kd_2898_pdb.npz,1.3351998
Koenig2017_g6_Kd_151_pdb.npz,1.3329817
Koenig2017_g6_Kd_3879_pdb.npz,1.3597754
Koenig2017_g6_Kd_1046_pdb.npz,1.3114332
Koenig2017_g6_Kd_3951_pdb.npz,1.3303182
Koenig2017_g6_Kd_1518_pdb.npz,1.3406793
Koenig2017_g6_Kd_3319_pdb.npz,1.3353906
Koenig2017_g6_Kd_2754_pdb.npz,1.3253788
Koenig2017_g6_Kd_458_pdb.npz,1.3230119
Koenig2017_g6_Kd_2220_pdb.npz,1.3388616
Koenig2017_g6_Kd_1839_pdb.npz,1.3454496
Koenig2017_g6_Kd_797_pdb.npz,1.3506083
Koenig2017_g6_Kd_1813_pdb.npz,1.3547617
Koenig2017_g6_Kd_829_pdb.npz,1.3259928
Koenig2017_g6_Kd_3236_pdb.npz,1.2994124
Koenig2017_g6_Kd_3545_pdb.npz,1.3411154
Koenig2017_g6_Kd_1051_pdb.npz,1.3033892
Koenig2017_g6_Kd_1591_pdb.npz,1.3234576
Koenig2017_g6_Kd_4078_pdb.npz,1.3262556
Koenig2017_g6_Kd_3207_pdb.npz,1.3066907
Koenig2017_g6_Kd_2677_pdb.npz,1.344438
Koenig2017_g6_Kd_227_pdb.npz,1.3280082
Koenig2017_g6_Kd_1146_pdb.npz,1.3199108
Koenig2017_g6_Kd_582_pdb.npz,1.3345329
Koenig2017_g6_Kd_1469_pdb.npz,1.3237178
Koenig2017_g6_Kd_1927_pdb.npz,1.3090421
Koenig2017_g6_Kd_2695_pdb.npz,1.3421934
Koenig2017_g6_Kd_1579_pdb.npz,1.3245316
Koenig2017_g6_Kd_2520_pdb.npz,1.3423477
Koenig2017_g6_Kd_4178_pdb.npz,1.344474
Koenig2017_g6_Kd_731_pdb.npz,1.3322926
Koenig2017_g6_Kd_160_pdb.npz,1.3338704
Koenig2017_g6_Kd_1176_pdb.npz,1.3349338
Koenig2017_g6_Kd_1613_pdb.npz,1.3466691
Koenig2017_g6_Kd_4120_pdb.npz,1.3316562
Koenig2017_g6_Kd_1666_pdb.npz,1.3312627
Koenig2017_g6_Kd_3489_pdb.npz,1.3509241
Koenig2017_g6_Kd_1326_pdb.npz,1.3235687
Koenig2017_g6_Kd_2468_pdb.npz,1.3295524
Koenig2017_g6_Kd_1139_pdb.npz,1.3254887
Koenig2017_g6_Kd_4015_pdb.npz,1.3133165
Koenig2017_g6_Kd_3585_pdb.npz,1.3563825
Koenig2017_g6_Kd_3139_pdb.npz,1.3290099
Koenig2017_g6_Kd_754_pdb.npz,1.3465
Koenig2017_g6_Kd_1911_pdb.npz,1.3103575
Koenig2017_g6_Kd_2969_pdb.npz,1.3279725
Koenig2017_g6_Kd_3963_pdb.npz,1.3091023
Koenig2017_g6_Kd_3627_pdb.npz,1.3343519
Koenig2017_g6_Kd_2347_pdb.npz,1.3460141
Koenig2017_g6_Kd_918_pdb.npz,1.2963296
Koenig2017_g6_Kd_957_pdb.npz,1.3088623
Koenig2017_g6_Kd_1096_pdb.npz,1.3031255
Koenig2017_g6_Kd_3711_pdb.npz,1.3335156
Koenig2017_g6_Kd_3345_pdb.npz,1.3191805
Koenig2017_g6_Kd_2134_pdb.npz,1.3338732
Koenig2017_g6_Kd_3723_pdb.npz,1.3445708
Koenig2017_g6_Kd_2964_pdb.npz,1.3169826
Koenig2017_g6_Kd_1827_pdb.npz,1.3377528
Koenig2017_g6_Kd_124_pdb.npz,1.3206949
Koenig2017_g6_Kd_1283_pdb.npz,1.3335433
Koenig2017_g6_Kd_839_pdb.npz,1.3337345
Koenig2017_g6_Kd_1759_pdb.npz,1.3417225
Koenig2017_g6_Kd_3059_pdb.npz,1.3402146
Koenig2017_g6_Kd_3834_pdb.npz,1.3268615
Koenig2017_g6_Kd_1500_pdb.npz,1.336693
Koenig2017_g6_Kd_5_pdb.npz,1.3243676
Koenig2017_g6_Kd_2955_pdb.npz,1.3407043
Koenig2017_g6_Kd_1659_pdb.npz,1.3379542
Koenig2017_g6_Kd_2687_pdb.npz,1.3104122
Koenig2017_g6_Kd_2590_pdb.npz,1.3507409
Koenig2017_g6_Kd_441_pdb.npz,1.3349209
Koenig2017_g6_Kd_3355_pdb.npz,1.3244557
Koenig2017_g6_Kd_3173_pdb.npz,1.3149334
Koenig2017_g6_Kd_2303_pdb.npz,1.3209927
Koenig2017_g6_Kd_4140_pdb.npz,1.3446383
Koenig2017_g6_Kd_2339_pdb.npz,1.3596874
Koenig2017_g6_Kd_3507_pdb.npz,1.3426027
Koenig2017_g6_Kd_3037_pdb.npz,1.3250335
Koenig2017_g6_Kd_3055_pdb.npz,1.3406408
Koenig2017_g6_Kd_2823_pdb.npz,1.3222569
Koenig2017_g6_Kd_4040_pdb.npz,1.29948
Koenig2017_g6_Kd_63_pdb.npz,1.32642
Koenig2017_g6_Kd_1261_pdb.npz,1.3410423
Koenig2017_g6_Kd_2608_pdb.npz,1.3325044
Koenig2017_g6_Kd_1079_pdb.npz,1.3185334
Koenig2017_g6_Kd_1010_pdb.npz,1.3112184
Koenig2017_g6_Kd_1274_pdb.npz,1.3299507
Koenig2017_g6_Kd_1021_pdb.npz,1.2947989
Koenig2017_g6_Kd_42_pdb.npz,1.3548213
Koenig2017_g6_Kd_2779_pdb.npz,1.3353114
Koenig2017_g6_Kd_510_pdb.npz,1.3118472
Koenig2017_g6_Kd_683_pdb.npz,1.3135333
Koenig2017_g6_Kd_2206_pdb.npz,1.3494825
Koenig2017_g6_Kd_1959_pdb.npz,1.300036
Koenig2017_g6_Kd_3215_pdb.npz,1.3335716
Koenig2017_g6_Kd_3022_pdb.npz,1.3326142
Koenig2017_g6_Kd_2087_pdb.npz,1.3378711
Koenig2017_g6_Kd_2731_pdb.npz,1.3563924
Koenig2017_g6_Kd_3007_pdb.npz,1.3518674
Koenig2017_g6_Kd_2476_pdb.npz,1.3372955
Koenig2017_g6_Kd_2794_pdb.npz,1.3321233
Koenig2017_g6_Kd_2659_pdb.npz,1.314657
Koenig2017_g6_Kd_3372_pdb.npz,1.3291496
Koenig2017_g6_Kd_3086_pdb.npz,1.3294796
Koenig2017_g6_Kd_1575_pdb.npz,1.3364458
Koenig2017_g6_Kd_1580_pdb.npz,1.3153373
Koenig2017_g6_Kd_1938_pdb.npz,1.3051286
Koenig2017_g6_Kd_3548_pdb.npz,1.3293774
Koenig2017_g6_Kd_4266_pdb.npz,1.3288946
Koenig2017_g6_Kd_974_pdb.npz,1.2788765
Koenig2017_g6_Kd_3618_pdb.npz,1.3407462
Koenig2017_g6_Kd_2209_pdb.npz,1.3451517
Koenig2017_g6_Kd_501_pdb.npz,1.313603
Koenig2017_g6_Kd_1953_pdb.npz,1.3107328
Koenig2017_g6_Kd_177_pdb.npz,1.3081598
Koenig2017_g6_Kd_3079_pdb.npz,1.3206921
Koenig2017_g6_Kd_371_pdb.npz,1.339511
Koenig2017_g6_Kd_3950_pdb.npz,1.3267509
Koenig2017_g6_Kd_3588_pdb.npz,1.3271731
Koenig2017_g6_Kd_3483_pdb.npz,1.3425575
Koenig2017_g6_Kd_3033_pdb.npz,1.3241781
Koenig2017_g6_Kd_4234_pdb.npz,1.3098174
Koenig2017_g6_Kd_2988_pdb.npz,1.355204
Koenig2017_g6_Kd_4148_pdb.npz,1.3382385
Koenig2017_g6_Kd_1634_pdb.npz,1.326757
Koenig2017_g6_Kd_1230_pdb.npz,1.3273065
Koenig2017_g6_Kd_1199_pdb.npz,1.3184189
Koenig2017_g6_Kd_3482_pdb.npz,1.3414816
Koenig2017_g6_Kd_2119_pdb.npz,1.347027
Koenig2017_g6_Kd_3730_pdb.npz,1.3274693
Koenig2017_g6_Kd_1238_pdb.npz,1.3351283
Koenig2017_g6_Kd_1644_pdb.npz,1.331593
Koenig2017_g6_Kd_3113_pdb.npz,1.3359461
Koenig2017_g6_Kd_3546_pdb.npz,1.3426917
Koenig2017_g6_Kd_2492_pdb.npz,1.3253442
Koenig2017_g6_Kd_457_pdb.npz,1.3319507
Koenig2017_g6_Kd_3283_pdb.npz,1.2983319
Koenig2017_g6_Kd_251_pdb.npz,1.3406777
Koenig2017_g6_Kd_2494_pdb.npz,1.3165202
Koenig2017_g6_Kd_2978_pdb.npz,1.3292164
Koenig2017_g6_Kd_344_pdb.npz,1.343058
Koenig2017_g6_Kd_2822_pdb.npz,1.3160328
Koenig2017_g6_Kd_3040_pdb.npz,1.3450793
Koenig2017_g6_Kd_3407_pdb.npz,1.3109239
Koenig2017_g6_Kd_1992_pdb.npz,1.3184352
Koenig2017_g6_Kd_4165_pdb.npz,1.3511918
Koenig2017_g6_Kd_1635_pdb.npz,1.3112619
Koenig2017_g6_Kd_3406_pdb.npz,1.3176985
Koenig2017_g6_Kd_1410_pdb.npz,1.3274479
Koenig2017_g6_Kd_1636_pdb.npz,1.2991449
Koenig2017_g6_Kd_1872_pdb.npz,1.3159698
Koenig2017_g6_Kd_675_pdb.npz,1.3241324
Koenig2017_g6_Kd_1939_pdb.npz,1.3368313
Koenig2017_g6_Kd_1857_pdb.npz,1.3111411
Koenig2017_g6_Kd_2405_pdb.npz,1.3132463
Koenig2017_g6_Kd_394_pdb.npz,1.3368341
Koenig2017_g6_Kd_3271_pdb.npz,1.3254877
Koenig2017_g6_Kd_2051_pdb.npz,1.3181133
Koenig2017_g6_Kd_2850_pdb.npz,1.315598
Koenig2017_g6_Kd_4209_pdb.npz,1.3312325
Koenig2017_g6_Kd_1505_pdb.npz,1.3302464
Koenig2017_g6_Kd_3945_pdb.npz,1.3405393
Koenig2017_g6_Kd_3097_pdb.npz,1.3391387
Koenig2017_g6_Kd_618_pdb.npz,1.3515705
Koenig2017_g6_Kd_853_pdb.npz,1.3386083
Koenig2017_g6_Kd_2101_pdb.npz,1.3290066
Koenig2017_g6_Kd_1160_pdb.npz,1.3335856
Koenig2017_g6_Kd_3385_pdb.npz,1.3375283
Koenig2017_g6_Kd_1281_pdb.npz,1.3304322
Koenig2017_g6_Kd_646_pdb.npz,1.3346349
Koenig2017_g6_Kd_895_pdb.npz,1.3300893
Koenig2017_g6_Kd_4116_pdb.npz,1.3337405
Koenig2017_g6_Kd_2685_pdb.npz,1.324602
Koenig2017_g6_Kd_330_pdb.npz,1.3280157
Koenig2017_g6_Kd_2082_pdb.npz,1.3536758
Koenig2017_g6_Kd_1465_pdb.npz,1.3391743
Koenig2017_g6_Kd_723_pdb.npz,1.3346199
Koenig2017_g6_Kd_474_pdb.npz,1.3421158
Koenig2017_g6_Kd_2829_pdb.npz,1.316582
Koenig2017_g6_Kd_4248_pdb.npz,1.3060489
Koenig2017_g6_Kd_997_pdb.npz,1.3194706
Koenig2017_g6_Kd_570_pdb.npz,1.3395162
Koenig2017_g6_Kd_1316_pdb.npz,1.3383788
Koenig2017_g6_Kd_478_pdb.npz,1.3358604
Koenig2017_g6_Kd_1451_pdb.npz,1.3207706
Koenig2017_g6_Kd_164_pdb.npz,1.3318427
Koenig2017_g6_Kd_1731_pdb.npz,1.335924
Koenig2017_g6_Kd_2954_pdb.npz,1.3269564
Koenig2017_g6_Kd_1657_pdb.npz,1.3244339
Koenig2017_g6_Kd_181_pdb.npz,1.3116555
Koenig2017_g6_Kd_2513_pdb.npz,1.3317928
Koenig2017_g6_Kd_328_pdb.npz,1.3344282
Koenig2017_g6_Kd_367_pdb.npz,1.3281301
Koenig2017_g6_Kd_2880_pdb.npz,1.3309895
Koenig2017_g6_Kd_1794_pdb.npz,1.3263276
Koenig2017_g6_Kd_1175_pdb.npz,1.3235246
Koenig2017_g6_Kd_345_pdb.npz,1.3394971
Koenig2017_g6_Kd_1144_pdb.npz,1.3213601
Koenig2017_g6_Kd_1707_pdb.npz,1.3299278
Koenig2017_g6_Kd_3575_pdb.npz,1.3769184
Koenig2017_g6_Kd_3921_pdb.npz,1.3480465
Koenig2017_g6_Kd_118_pdb.npz,1.3346282
Koenig2017_g6_Kd_2291_pdb.npz,1.3243322
Koenig2017_g6_Kd_1122_pdb.npz,1.321395
Koenig2017_g6_Kd_4131_pdb.npz,1.3301635
Koenig2017_g6_Kd_249_pdb.npz,1.3314859
Koenig2017_g6_Kd_1538_pdb.npz,1.3204259
Koenig2017_g6_Kd_2397_pdb.npz,1.3045274
Koenig2017_g6_Kd_211_pdb.npz,1.328014
Koenig2017_g6_Kd_1847_pdb.npz,1.3112545
Koenig2017_g6_Kd_1145_pdb.npz,1.3111471
Koenig2017_g6_Kd_502_pdb.npz,1.2955565
Koenig2017_g6_Kd_716_pdb.npz,1.3337171
Koenig2017_g6_Kd_4240_pdb.npz,1.3119606
Koenig2017_g6_Kd_1506_pdb.npz,1.340595
Koenig2017_g6_Kd_1183_pdb.npz,1.3313448
Koenig2017_g6_Kd_1078_pdb.npz,1.2791334
Koenig2017_g6_Kd_884_pdb.npz,1.3285515
Koenig2017_g6_Kd_1186_pdb.npz,1.3402495
Koenig2017_g6_Kd_4114_pdb.npz,1.340566
Koenig2017_g6_Kd_1742_pdb.npz,1.3232574
Koenig2017_g6_Kd_2311_pdb.npz,1.3424739
Koenig2017_g6_Kd_3807_pdb.npz,1.3119807
Koenig2017_g6_Kd_3714_pdb.npz,1.3252295
Koenig2017_g6_Kd_3974_pdb.npz,1.3221827
Koenig2017_g6_Kd_287_pdb.npz,1.339779
Koenig2017_g6_Kd_2546_pdb.npz,1.31237
Koenig2017_g6_Kd_1892_pdb.npz,1.3105379
Koenig2017_g6_Kd_1844_pdb.npz,1.3248838
Koenig2017_g6_Kd_2416_pdb.npz,1.3087598
Koenig2017_g6_Kd_2598_pdb.npz,1.362747
Koenig2017_g6_Kd_2485_pdb.npz,1.3296367
Koenig2017_g6_Kd_423_pdb.npz,1.3265594
Koenig2017_g6_Kd_1429_pdb.npz,1.3421333
Koenig2017_g6_Kd_1848_pdb.npz,1.302582
Koenig2017_g6_Kd_4059_pdb.npz,1.3160353
Koenig2017_g6_Kd_194_pdb.npz,1.3240793
Koenig2017_g6_Kd_2657_pdb.npz,1.3415182
Koenig2017_g6_Kd_355_pdb.npz,1.3393681
Koenig2017_g6_Kd_1572_pdb.npz,1.3190328
Koenig2017_g6_Kd_4013_pdb.npz,1.3077945
Koenig2017_g6_Kd_4149_pdb.npz,1.3442746
Koenig2017_g6_Kd_3142_pdb.npz,1.3324633
Koenig2017_g6_Kd_3093_pdb.npz,1.3138748
Koenig2017_g6_Kd_1414_pdb.npz,1.3144135
Koenig2017_g6_Kd_751_pdb.npz,1.3417754
Koenig2017_g6_Kd_1472_pdb.npz,1.3424202
Koenig2017_g6_Kd_364_pdb.npz,1.326194
Koenig2017_g6_Kd_2765_pdb.npz,1.3304965
Koenig2017_g6_Kd_1180_pdb.npz,1.340154
Koenig2017_g6_Kd_1392_pdb.npz,1.3222067
Koenig2017_g6_Kd_2583_pdb.npz,1.328975
Koenig2017_g6_Kd_3789_pdb.npz,1.3643197
Koenig2017_g6_Kd_306_pdb.npz,1.339387
Koenig2017_g6_Kd_1431_pdb.npz,1.3401423
Koenig2017_g6_Kd_1373_pdb.npz,1.3236737
Koenig2017_g6_Kd_2256_pdb.npz,1.323001
Koenig2017_g6_Kd_1860_pdb.npz,1.3011378
Koenig2017_g6_Kd_4003_pdb.npz,1.303198
Koenig2017_g6_Kd_958_pdb.npz,1.3057206
Koenig2017_g6_Kd_673_pdb.npz,1.3412791
Koenig2017_g6_Kd_3460_pdb.npz,1.3473085
Koenig2017_g6_Kd_301_pdb.npz,1.3317063
Koenig2017_g6_Kd_59_pdb.npz,1.3247608
Koenig2017_g6_Kd_3171_pdb.npz,1.3311502
Koenig2017_g6_Kd_1984_pdb.npz,1.3387961
Koenig2017_g6_Kd_2458_pdb.npz,1.3414547
Koenig2017_g6_Kd_3140_pdb.npz,1.3312117
Koenig2017_g6_Kd_533_pdb.npz,1.3350118
Koenig2017_g6_Kd_454_pdb.npz,1.3311869
Koenig2017_g6_Kd_511_pdb.npz,1.3119864
Koenig2017_g6_Kd_1552_pdb.npz,1.3359215
Koenig2017_g6_Kd_952_pdb.npz,1.2883652
Koenig2017_g6_Kd_2196_pdb.npz,1.3301547
Koenig2017_g6_Kd_828_pdb.npz,1.3249276
Koenig2017_g6_Kd_6_pdb.npz,1.3362371
Koenig2017_g6_Kd_3877_pdb.npz,1.3420659
Koenig2017_g6_Kd_2107_pdb.npz,1.3315428
Koenig2017_g6_Kd_2671_pdb.npz,1.3294667
Koenig2017_g6_Kd_2967_pdb.npz,1.3275787
Koenig2017_g6_Kd_427_pdb.npz,1.3176637
Koenig2017_g6_Kd_3186_pdb.npz,1.3044446
Koenig2017_g6_Kd_3994_pdb.npz,1.3094007
Koenig2017_g6_Kd_1085_pdb.npz,1.3119245
Koenig2017_g6_Kd_3757_pdb.npz,1.3095063
Koenig2017_g6_Kd_4246_pdb.npz,1.3163267
Koenig2017_g6_Kd_2160_pdb.npz,1.3184729
Koenig2017_g6_Kd_3285_pdb.npz,1.3282692
Koenig2017_g6_Kd_2855_pdb.npz,1.3364341
Koenig2017_g6_Kd_3233_pdb.npz,1.3103373
Koenig2017_g6_Kd_66_pdb.npz,1.3216274
Koenig2017_g6_Kd_4019_pdb.npz,1.3183997
Koenig2017_g6_Kd_1201_pdb.npz,1.3192682
Koenig2017_g6_Kd_1030_pdb.npz,1.2885231
Koenig2017_g6_Kd_3303_pdb.npz,1.3171902
Koenig2017_g6_Kd_28_pdb.npz,1.3184803
